#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
84,Sun Sep 11 00:50:35 EDT 2022,79,0,FactoriesSuite,A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2Encapsulation A2InterfaceAsType A2NoHiddenFields F21A2NoCheckstyleWarnings , ,18,4,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
85,Sun Sep 11 00:50:40 EDT 2022,79,0,A2MainClassSuite,A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2Encapsulation A2InterfaceAsType A2NoHiddenFields F21A2NoCheckstyleWarnings , ,18,5,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest ,SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided , ,BasicMainTest-(25.0/25.0) DerivingMainTest-(10.0/10.0) InferringMainTest-(10.0/10.0) InterpolatingMainTest-(10.0/10.0) , ,
85,Sun Sep 11 00:50:40 EDT 2022,79,0,A2MainClassSuite,A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2Encapsulation A2InterfaceAsType A2NoHiddenFields F21A2NoCheckstyleWarnings , ,18,5,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest ,SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided , ,BasicMainTest-(25.0/25.0) DerivingMainTest-(10.0/10.0) InferringMainTest-(10.0/10.0) InterpolatingMainTest-(10.0/10.0) , ,
86,Sun Sep 11 00:50:42 EDT 2022,79,0,A2GeneralStyle,A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2Encapsulation A2InterfaceAsType A2NoHiddenFields F21A2NoCheckstyleWarnings , ,18,6,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(4.7/5.0) A2CommonSignaturesAreInherited-(4.7/5.0) A2Encapsulation-(0.0/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(0.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
86,Sun Sep 11 00:50:42 EDT 2022,79,0,A2GeneralStyle,A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2Encapsulation A2InterfaceAsType A2NoHiddenFields F21A2NoCheckstyleWarnings , ,18,6,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(4.7/5.0) A2CommonSignaturesAreInherited-(4.7/5.0) A2Encapsulation-(0.0/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(0.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
87,Sun Sep 11 01:01:59 EDT 2022,81,2,A2GeneralStyle,A2NoHiddenFields+ A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation+ A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2InterfaceAsType F21A2NoCheckstyleWarnings , ,19,0,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(4.7/5.0) A2CommonSignaturesAreInherited-(4.7/5.0) A2Encapsulation-(2.8/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(2.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
87,Sun Sep 11 01:01:59 EDT 2022,81,2,A2GeneralStyle,A2NoHiddenFields+ A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation+ A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2InterfaceAsType F21A2NoCheckstyleWarnings , ,19,0,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(4.7/5.0) A2CommonSignaturesAreInherited-(4.7/5.0) A2Encapsulation-(2.8/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(2.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
88,Sun Sep 11 01:03:09 EDT 2022,81,0,FactoriesSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2InterfaceAsType F21A2NoCheckstyleWarnings , ,19,1,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
88,Sun Sep 11 01:03:09 EDT 2022,81,0,FactoriesSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2InterfaceAsType F21A2NoCheckstyleWarnings , ,19,1,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
89,Sun Sep 11 01:03:11 EDT 2022,81,0,A2SourceCode,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2PublicMethodsOverride F21A2IsInferredSafeTest ModelReuse ,A2InterfaceAsType F21A2NoCheckstyleWarnings , ,19,2,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(2.0/2.0) DerivingModelRegistersObserver-(2.0/2.0) InferringModelRegistersObserver-(2.0/2.0) InterpolatingModelRegistersObserver-(2.0/2.0) SocialDistanceControllerFetchesModelSingleton-(3.0/3.0) SocialDistanceControllerWritesModel-(2.0/2.0) SocialDistanceMainCallsControllerMethod-(3.0/3.0) SocialDistanceMainFetchesViewSingleton-(3.0/3.0) SocialDistanceMainSetsModelSingleton-(3.0/3.0) SocialDistanceViewISAPropertyListener-(2.0/2.0) , ,
